pk_localizacao,pk_veiculos,pk_optante,pk_data,pk_juridica,pk_caract_empresas,cd_cnpj,nm_razao_social,qt_filial,vl_total_veiculos
15803,4813,4819,15804,4821,4825,07620830000160,RIBEIRO & PLATT LTDA ME,0,0
15805,4813,4819,9526,4816,4825,01147528000150,JAIR RODRIGUES DA ROCHA ME,0,0
15806,4813,4819,15807,4816,4825,01358386000170,RICARDO BENEDITO MARQUES MAGALHAES BARRETOS ME,0,0
15808,4813,4819,15809,5471,4886,18966739000460,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO TRES PONTAS LTDA SICOOB COPERSUL,0,0
15810,4813,4814,15811,4816,4837,02182396000160,MARIA JOSE DA SILVA SOUZA ME,0,0
15812,6179,4819,15813,4821,4864,00770482000240,MPM TRANSPORTES LTDA ME,0,7
15814,4831,4832,15815,4821,5139,03819148000140,PARISIAN COMERCIO E CONFECCOES LTDA ME,0,1
15816,4813,4814,7449,4816,4840,15414056000160,SEVERINA FERREIRA DE LIMA MEI,0,0
15817,4813,4814,8423,4816,4822,14617605000130,SADI KRAEMER MEI,0,0
15818,4813,4832,8421,4816,4850,14628793000100,MANOEL ASSUNCAO DA SILVA ME,0,0
15819,4813,4819,7068,4816,4825,14767665000130,VANDERLEI DE SOUZA COIMBRA MEI,0,0
15820,4813,4819,15821,4853,4850,91984476000160,ASSOCIACAO DOS MORADORES DE ARCOVERDE,0,0
15822,4813,4832,15823,4821,4847,42799429000130,3 G REPRESENTACOES EPP LTDA,0,0
15824,4813,4832,4982,4816,4850,15579218000110,MARLI APARECIDA FERREIRA,0,0
15825,5323,4832,12782,4821,4840,08649546000180,TRANSPORTES MYLLEN TUR LTDA ME,0,2
15826,4813,4819,15827,4821,4850,79978458000170,DRIVETEC COM SUPRIMENTOS DE INFORMATICA LTDA ME,0,0
15828,4813,4819,15829,4821,4878,10357406000180,AMBIENTAL CONSTRUCOES E SERVICOS LTDA ME,0,0
15830,4813,4819,15831,4821,4837,03361122000100,IMPORTADORA E EXPORTADORA GREEN POPS LTDA ME,0,0
15832,4813,4819,15833,4821,5333,03654819000160,CAMPOS & SERAFIM LTDA ME,0,0
15834,4831,4832,9987,4816,4834,15712107000130,ORIVALDO PENA CARPINTARIA ME,0,1
15835,4813,4814,5491,4816,4817,15710756000100,WANDERLEI MOREIRA DE MATOS MEI,0,0
15836,15837,4819,5091,5174,4837,15698659000130,VIACAO URBANA GUARULHOS SA,1,203
15838,4813,4819,5008,4816,4825,15219569000110,ZENILSON CLEITON CAMARA MEI,0,0
15839,4813,4819,5493,5107,4825,16623408000150,ELEICAO 2012 ROZILEIDE ALVES DA SILVA VEREADOR,0,0
15840,4813,4819,11475,4899,4886,08158539000770,OSMAR RODRIGUES PIRANI,0,0
15841,4813,4819,6399,5012,4822,15746298000150,COMISSAO PROVISORIA DO DEMOCRATAS DE SANTA RITA DO ARAGUAIA,0,0
15842,4813,4814,8752,4816,4850,07723145000160,CARLOS PRADINES DE MENEZES JUNIOR ME,0,0
15843,15844,4819,15845,4821,4886,54505052000220,MINALBA ALIMENTOS E BEBIDAS LTDA,0,36
15846,4813,4814,9083,4816,4850,13240386000150,LUCINEIDE DA SILVA HOLANDA MEI,0,0
15847,4872,4832,15848,4821,4837,06914876000120,RODRIGUES DE REZENDE E REZENDE LTDA ME,0,2
15849,4813,4819,15850,11166,4958,33663683005690,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,0,0
15851,4813,4819,15852,4816,4847,75285155000110,PAULINA DE LIMA ME,0,0
15853,4813,4819,10353,4816,4825,01909184000170,VANILDA DE SOUZA BORGES MACHADO SERRALHERIA ME,0,0
15854,4813,4819,13308,4821,4850,08090118000160,JL ANJO BOM CONFECCOES LTDA ME,0,0
15855,4813,4819,5473,4853,4850,05859065000100,ACAO SAUDE,0,0
15856,4813,4814,10228,4816,4840,13701559000190,GERALDO MOURA DOS SANTOS MEI,0,0
15857,4813,4819,15858,4924,4840,10709316000100,ARTHROS CLINICA MEDICA ME,0,0
15859,4813,4819,15860,4816,4837,13043252000140,ARISTON LEITE DOS SANTOS ME,0,0
15861,4813,4819,8017,4853,4850,08920390000120,COMUNIDADE APOSTOLICA O ELO DA BENCAO,0,0
15862,4813,4819,12597,4853,4837,25639584000170,ASSOCIACAO CAMINHANDO COM JESUS E MARIA,0,0
15863,4939,4819,7183,4821,4837,08260874000190,QUARTZO EMPREENDIMENTOS E PARTICIPACAO LTDA,0,3
15864,4813,4819,15865,4821,4817,04685565000100,VIDA ATIVA ESPACO NATURISTA LTDA ME,0,0
15866,4813,4819,11600,4905,4844,03880457000630,CONGREGACAO CRISTA NO BRASIL,0,0
15867,4813,4814,11700,4816,4822,13693768000130,IRANDYR DOS SANTOS LIMA MEI,0,0
15868,4813,4819,13584,4821,4825,08231889000120,SHOPBEM COMERCIO DE ELETRONICOS E ACESSORIOS LTDA ME,0,0
15869,4813,4814,6476,4816,4817,15757757000100,CASSIANO DA COSTA ZACARIAS MEI,0,0
15870,4872,4819,15871,4821,4837,05333676000110,FABRO & FABRO EPP LTDA,1,2
15872,4813,4832,4916,4816,4837,08659206000130,GRAZIELA COSTA FERNANDES ME,0,0
15873,4813,4819,15874,4816,4822,08351299000130,BRUNO CESAR LEDA ME,0,0
15875,4813,4819,5577,5012,4822,15436507000160,PARTIDO DEMOCRATICO TRABALHISTA PDT,0,0
15876,4813,4819,13764,4821,4850,09335884000100,ALS GERENCIAMENTO DE CARREIRAS MARKETING E EVENTOS LTDA,0,0
15877,4813,4819,14992,5029,5388,07065224000120,EDIFICIO ATLANTIS,0,0
15878,4813,4832,12735,4821,4837,16672573000100,O F PIRES MANUTENCAO E REPARACAO DE MAQUINAS LTDA ME,0,0
15879,4813,4832,15880,4821,4837,01079611000130,UNIDADE DE REABILITACAO LTDA ME,0,0
15881,4813,4819,15882,5174,6265,33056854000300,TRANSPORTES SAO GERALDO SA,0,0
15883,4813,4819,15884,4853,5388,02428806000100,CONSELHO ESCOLAR DA ESCOLA MUNICIPAL NADIR COLACO,0,0
15885,4813,4819,7531,4821,4840,06243132000120,EYE CARE CLINICA E CIRURGIA DE OLHOS LTDA ME,0,0
15886,4813,4819,8696,4899,4822,14796431000110,RAMON FERREIRA DA LUZ,0,0
15887,4813,4832,8587,4816,4847,07385468000190,SILVANA BRAZ VIANA ME,0,0
15888,4813,4819,15889,4821,4840,07104055000190,JATOBA REPRODUCAO E CRIACAO DE SUINOS E AGROPECUARIA LTDA ME,0,0
15890,4813,4819,15891,4816,4847,80483647000150,CLAUDIO GREGORIO ESPINDOLA ME,0,0
15892,4813,4819,15893,4892,4847,26222802000130,MONTERREY ADMINISTRADORA E CORRETORA DE SEGUROS LTDA ME,0,0
15894,4813,4819,5852,5174,4850,12278275000170,GSN GLOBAL SPORTS NETWORK COMUNICACAO MARKETING E GESTAO ESPORTIVA SA,0,0
15895,4813,4819,5809,4821,4886,72934748005050,MAGIC GAMES EMPREENDIMENTOS COMERCIAIS LTDA,0,0
15896,4813,4814,5575,4816,4822,14369978000130,VALDIVINO BARBOSA DE AMORIM MEI,0,0
15897,4813,4819,8503,4816,4878,02470864000100,LUIZ ROBERTO OLIVEIRA PARISE JAU ME,0,0
15898,4813,4819,11160,4821,4850,12934255000100,T MACH REPRESENTACOES LTDA ME,0,0
15899,4813,4814,12639,4816,4822,11964290000100,MILTON FILIPPETTI FILHO MEI,0,0
15900,4813,4819,7578,4821,4886,68511856001560,JAMES MOTO SHOP LTDA,0,0
15901,4813,4814,9435,4816,4822,11583130000110,APARECIDA ALINE DE SOUZA MEI,0,0
15902,4813,4814,6558,4816,4822,15792204000180,SANDRA SANTOS DA PENHA MEI,0,0
15903,4813,4819,6558,4816,4825,15795787000100,ADAO RICARDO DA SILVA MEI,0,0
15904,4813,4819,5648,4816,4822,15616244000170,S DE O CARNEIRO ME,0,0
15905,4813,4814,7325,4816,4822,13094307000140,GILDEON MORAIS ARAUJO MEI,0,0
15906,4813,4819,5817,5174,4886,07415082000770,FAST BURGER COMERCIO DE ALIMENTOS SA,0,0
15907,4813,4814,5159,4816,4840,15919816000190,MICHELE DE OLIVEIRA SANTOS MEI,0,0
15908,4813,4832,5966,4816,4850,08731760000180,MARIA MERCEDES MARONA DIAZ ME,0,0
15909,4813,4819,6307,4853,5388,12586501000180,GRUPO DE ACAO EM RESPEITO A DIVERSIDADE SEXUAL GARDS,0,0
15910,4813,4832,5785,4821,4817,17004598000190,DB COMERCIO DE VESTUARIO LTDA ME,0,0
15911,4813,4814,15254,4816,4921,17020128000110,ROSA MARIA GOUVEA GESUALDI MEI,0,0
15912,4813,4819,11842,4816,4825,09206584000120,EDINALVA ALVES DE LIMA LANCHONETE ME,0,0
15913,4813,4814,6828,4816,4921,13991164000170,ANTHONYO LUAN JORGE DOS SANTOS BARRETO MEI,0,0
15914,4813,4814,6811,4816,4850,15140876000100,HILDA LARANJEIRA DA SILVA MEI,0,0
15915,4813,4832,5156,4821,4850,13990398000100,ADEGA CARVALHO LTDA ME,0,0
15916,4813,4832,15917,4821,4881,00591913000200,DUARTE VAZ PRESENTES FINOS LTDA ME,0,0
15918,4813,4814,12626,4816,4822,12101520000170,FRANCISCA MARIA ALVES DA COSTA MEI,0,0
15919,4813,4819,5991,5107,4825,15878231000170,ELEICAO 2012 LUAN POZZEBON DE OLIVEIRA VEREADOR,0,0
15920,4813,4819,9835,4816,4850,11523852000180,MARIA JACIRA BARROS DA SILVA ME,0,0
15921,4813,4814,12244,4816,4850,11567637000180,NILSON RODRIGUES DE OLIVEIRA MEI,0,0
15922,4813,4832,4992,4816,4847,13410438000190,MARIA ASSIONE DOS SANTOS ME,0,0
15923,5323,4819,8755,4816,4850,11635464000190,HUGO LOPES DA SILVA SEGUNDO ME,0,2
15924,4813,4819,7082,4816,4825,12807735000100,LUDMILA COSTA GAZZINELLI CRUZ MEI,0,0
15925,4813,4819,5424,4816,4921,15348729000120,FRANCISCO DIAS DE SOUZA SUCATAS EPP,0,0
15926,4813,4832,11213,4821,4840,10271384000130,FABRIMAR LOCACAO DE ROUPAS LTDA ME,0,0
15927,4813,4832,5147,4821,4850,15353806000130,CONSTRUTONA CONSTRUTORA LTDA ME,0,0
15928,4813,4832,13459,4821,4837,10962676000110,SANTA FARMA COMERCIO DE MEDICAMENTOS EPP LTDA,0,0
15929,15930,4832,6075,4821,4840,07180710000190,CENTRO DE FORMACAO DE CONDUTORES MARQUINHOS INDAIA LTDA ME,0,18
15931,4813,4819,6263,4816,4850,10820195000170,ANDRE S REJANI OCULOS ME,1,0
15932,4813,4832,15797,4816,4886,07516811000270,ARTHUR ABIJAUDE FILHO ME,0,0
15933,4813,4819,15934,4821,4837,07905846000110,K C COMERCIO DE ROUPAS FEMININA LTDA ME,0,0
15935,4813,4819,15936,4821,5388,07382808000120,BRAGAL MINERADORA LTDA ME,0,0
13416,4813,4832,4953,4816,4886,09390116000230,WILTER LINDOLM ME,0,0
15937,4813,4819,6269,4821,6359,08058512000200,CARMINATTI & CARMINATTI LTDA ME,0,0
15938,4813,4819,6383,4899,4822,08358423000190,ISMAEL MANOEL DOS SANTOS,0,0
15939,4813,4819,9764,4853,4822,08738400000100,ASSOCIACAO DOS BUGUEIROS DO MUNICIPIO DE TRAIRI,0,0
15940,4813,4814,6432,4816,4921,13768040000120,VALDIR FRANZIM BERTOLOTTO MEI,0,0
15941,4813,4819,15942,4821,5553,35226349000120,NILSON COMERCIO DE MATERIAL DE CONSTRUCAO LTDA ME,0,0
15943,4872,4819,5984,4821,4837,14042875000160,NUTRI AGRO COMERCIO DE PRODUTOS AGRICOLAS EPP LTDA,0,2
15944,4813,4819,5159,5107,4825,15968595000140,ELEICAO 2012 MAURO DELEVATTI VEREADOR,0,0
15945,4813,4814,15946,4816,4822,13957827000130,ODETE LOPES MORAES MEI,0,0
15947,4813,4819,6828,4816,4850,14020202000100,ROSA M DA SILVA ESTETICA ME,0,0
15948,4813,4814,8705,4816,4822,13974085000150,SUZI APARECIDA BISPO LIMA MEI,0,0
15949,4813,4819,10661,4853,4822,13889036000110,ASSOCIACAO ORNITOLOGICA DE OURO BRANCO,0,0
15950,4813,4814,7899,4816,4840,13383101000130,SILVIA FERNANDES PEREIRA BUFALO MEI,0,0
15951,4813,4814,6592,4816,4822,15510215000120,MARIA WINE LUCAS COSTA MEI,0,0
15952,4813,4819,15953,4821,4886,11901907000490,COBRAS EMPREENDIMENTOS IMOBILIARIOS EPP LTDA,0,0
15954,4813,4814,5991,4816,4822,15872811000150,LOURDIMAR MARQUES GARCEZ MEI,0,0
15955,4813,4819,4870,4816,4850,15830117000170,KARYNE ANGELO DE BRIDA DA SILVA EPP,0,0
15956,4813,4819,15957,4821,4881,01829315000290,MIRANDA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS EPP LTDA,0,0
15958,4813,4814,8622,4816,4817,12303099000180,CASSIA LEMOS DESBESEL MEI,0,0
15959,4831,4814,5183,4816,4921,16849767000120,ADRIANO FRANCISCO MARQUES MEI,0,1
15960,4813,4819,5819,4853,5024,11933515000160,INSTITUTO COOPERATIVO SAO FRANCISCO,0,0
15961,4813,4814,5852,4816,4921,12207871000160,MAURICIO SANTOS MUNIZ MEI,0,0
15962,4813,4819,5159,5107,4825,16036160000120,ELEICAO 2012 PEDRO SOUZA LIMA VEREADOR,0,0
15963,4813,4819,5159,5107,4825,16064332000170,ELEICAO 2012 CLEVER GARCIA REGIS VEREADOR,0,0
15964,15965,4819,9435,4821,4837,11580889000140,MANAOS TRANSPORTES E LOGISTICA LTDA,2,13
15966,4813,4814,7863,4816,4840,14709248000130,MARIA DO BONSUCESSO DIAS LANDIM MEI,0,0
15967,4813,4819,13278,4816,4844,07189633000210,ROBINSON DA SILVA ME,0,0
15968,4813,4819,14173,4816,4822,23713142000100,JOSE ALVES PEREIRA MERCEARIA ME,0,0
15969,4813,4819,15970,4853,4822,08626072000150,ASSOCIACAO CULTURAL DE QUIPAPA ACQ,0,0
15971,4813,4819,13776,4816,4844,09243730000430,L R DA CRUZ ANDRADE COMERCIO ME,0,0
15972,5323,4832,11878,4821,4840,07594860000140,S L PASCHOIM TRANSPORTES E COMERCIO DE SUCATAS LTDA ME,0,2
15973,4813,4819,7509,5029,4878,01281145000170,CONDOMINIO EDIFICIO MASSAGUASSU RESIDENCE,0,0
15974,4813,4819,15975,4853,4847,90781568000180,C P M DA ESCOLA JOAO XXIII,0,0
15976,4813,4819,12381,4821,4837,02909477000110,AGA PARTICIPACOES LTDA,0,0
15977,4813,4832,9522,4821,4850,16416829000100,MAX AUTOMACAO COMERCIAL LTDA ME,0,0
15978,6133,4819,10623,4821,4886,00324601000400,MUCURIPE VEICULOS COMERCIO E SERVICOS LTDA,0,0
15979,12421,4819,14279,4821,4840,11467359000190,CONSTRUTORA CONNAGE LTDA ME,0,4
15980,4813,4814,7662,4816,4822,14195588000190,ANDERSON ANDRE MEGGIOLARO PRIEDOLS MEI,0,0
15981,4813,4814,10508,4816,4822,13076437000150,MARILENE MENDES CARREIRO DE OLIVEIRA MEI,0,0
15982,6133,4832,10241,4821,4840,08831742000170,DAMATA CONSULTORIA AMBIENTAL LTDA ME,0,0
15983,6133,4819,15984,4821,4817,07692178000190,CONSTRUCOES CENTRO LTDA ME,0,0
15985,4813,4819,8682,5029,4822,14867901000190,EDIFICIO ELICAR,0,0
15986,4813,4814,7697,4816,4822,14331886000160,NIVIA MONTEIRO LIMA PEREIRA MEI,0,0
15987,4813,4814,5075,4816,4822,14505371000130,RAPHAEL DA SILVA SALES MEI,0,0
15988,4813,4819,5575,4821,5024,14514238000140,PADARIA E LANCHONETE REGAZZI DO LINS LTDA ME,0,0
15989,4813,4832,7954,4821,4817,14503187000150,JB DA CUNHA & LV DE SOUSA CUNHA REPRESENTACAO COMERCIAL LTDA ME,0,0
15990,4813,4832,5673,4816,4850,14529553000140,VANESSA MENDES DE ARAUJO ME,0,0
15991,6133,4832,7723,4816,4837,05474271000100,PEDRO PINHEIRO RESENDE ME,0,0
15992,4813,4819,15993,4821,4850,04833902000160,KOSHIBA & AMARAL LTDA ME,0,0
15994,4813,4819,10052,4821,4878,08067581000190,SALATINI SERVICOS DE AGRONOMIA LTDA ME,0,0
15995,4813,4819,10325,4816,5553,04811427000120,ASCENDINO DA SILVA ME,0,0
15996,4813,4832,7240,4816,4921,10722752000110,PAULO CESAR SILVA DA SILVA DISTRIBUIDORA ME,0,0
15997,4831,4819,15998,4853,4837,97735377000120,COMUNIDADE EVANGELICA LUTERANA,0,1
15999,4813,4819,4827,4816,4850,15202287000100,FRANCISCO UAGILON LIMA DA SILVA ME,0,0
16000,4813,4814,5698,4816,4840,16527512000140,MARCOS DAVID DE ALMEIDA MEI,0,0
16001,4813,4819,16002,4821,4881,03886097000250,SUPER MOVEIS COMERCIO DE ELETRODOMESTICOS LTDA ME,0,0
16003,4813,4814,5281,4816,4840,11556213000110,EDILBERTO DONIZETH BATISTA PEREIRA MEI,0,0
16004,4813,4819,11309,4816,4822,12285795000100,SUSANA ROCHA DA SILVA ME,0,0
16005,4813,4819,16006,4816,4850,76678069000130,FERNANDO MENDES DA SILVA ME,0,0
16007,4813,4819,5898,4821,4878,64137789000100,DROGARIA MERCEDES LTDA ME,0,0
16008,4813,4832,6562,4821,4840,12226096000190,F J COMERCIO DE PRODUTOS AGROPECUARIOS E REPRESENTACOES LTDA ME,0,0
16009,4813,4819,16010,4816,4847,84084540000190,F ESSUCY ME,0,0
16011,4813,4819,14914,4821,4844,06295199000290,LIGUE COMERCIO DE APARELHOS DE COMUNICACAO LTDA ME,0,0
16012,4813,4819,16013,4816,4837,06071947000170,GABRIEL LYNCON NEPOMUCENA SANTOS ME,0,0
16014,4813,4832,16015,4816,4850,12260410000150,J L DE SANTANA ME,0,0
16016,4813,4832,16017,4821,4850,09390743000190,CICLO IMPACTO BICICLETAS LTDA ME,0,0
16018,4813,4814,8289,4816,4822,12485770000150,SIRLEI MARQUES PACINI MEI,0,0
16019,4813,4819,5065,4821,4825,02621396000110,MAPION COMERCIO E REPRESENTACOES LTDA ME,0,0
16020,4813,4819,10576,4816,4837,57968851000140,ENIO DONIZETE VIEIRA COSTA FRANCA ME,0,0
16021,4813,4819,16022,4816,4822,70493069000180,LUCILENE M PEREIRA ME,0,0
16023,4813,4819,16024,4821,4878,60805447000160,LANCHES AS BAMBINAS LTDA ME,0,0
16025,10087,4819,11111,5174,4817,10396192000150,BFLORA AGROFLORESTAL E PARTICIPACOES SA,1,8
16026,4813,4832,16027,4816,4850,11332433000160,M DO S B DE MIRANDA ME,0,0
16028,4813,4832,16029,4816,4837,22769186000180,FRANCISCA PINTO DE ANDRADE ME,0,0
16030,4813,4814,8196,4816,4822,13212358000120,ARILZON ALMEIDA DA SILVA MEI,0,0
16031,5313,4832,16032,4821,4840,90024514000170,PADARIA E CONFEITARIA PANZE LTDA ME,0,3
16033,4813,4819,5944,4816,4825,12334481000150,KELLY CRISTINA SANTOS DE ARAUJO ME,0,0
16034,4813,4819,14974,4853,4840,23967664000120,CONSELHO CENTRAL SAGR COR DE JESUS DA SOC DE S V DE PAULO DE CONSELHEIRO LAFAIETE,0,0
16035,4813,4819,8413,4816,4847,02603026000150,MARCIA TESTA DA ROSA ME,0,0
16036,4813,4819,16037,4816,4878,04918295000130,ROSANGELA APARECIDA SERAFINI ME,0,0
16038,4813,4819,16039,4821,4825,00731859000170,AUTO ELETRICA E MECANICA CARBURAUTO LTDA ME,0,0
16040,4813,4819,16041,5696,4847,00996072000130,JOSE SOUZA DA CONCEICAO,0,0
16042,4813,4814,6079,4816,4822,15057939000160,ANDREIA VITOR CUSTODIO MEI,0,0
16043,4813,4814,9522,4816,4850,15456062000180,CLAUDENIR CONCEICAO CARDOSO MEI,0,0
16044,4813,4819,16045,4821,4847,09020132000150,SEI COMERCIO LTDA ME,3,0
16046,4813,4832,7114,4821,5139,12063579000110,ARTESASUL IC INDUSTRIA E COMERCIO DE MOVEIS E ARTESANATO LTDA ME,0,0
16047,4813,4819,7897,4816,4847,07657597000190,UBERLAN RIBEIRO BARBOSA ME,0,0
16048,4813,4832,16049,4821,4840,10279641000180,PQ TENNIS CENTER ENGENHARIA CONSTRUCAO E SERVICOS LTDA ME,0,0
16050,4813,4819,14376,4853,4886,08799173002410,ACAO SOCIAL DA DIOCESE DE CAJAZEIRAS,0,0
16051,4831,4832,11692,4816,4837,01585429000150,M A DA SILVA CONTROLES ME,0,1
16052,4813,4819,4982,5012,4822,15815689000180,PARTIDO POPULAR SOCIALISTA PPS,0,0
16053,4813,4832,5600,4821,4886,12061050000320,DOERNER & CIA EPP LTDA,0,0
16054,4813,4819,16055,4853,4878,05791728000100,GRUPO DE AUX AO MENOR EST FUNDACAO DO BEM ESTAR DO MENO,0,0
16056,4813,4819,8664,4892,5553,40330383000180,JWN MECANICA LTDA,0,0
16057,4813,4819,16058,4821,6359,63554067001160,HAPVIDA ASSISTENCIA MEDICA LTDA,0,0
16059,4813,4832,11609,4821,4840,04585285000120,BONFANTE COMERCIO DE PRODUTOS AGROPECUARIOS LTDA ME,0,0
16060,4813,4832,5091,4821,6359,08414033000270,RCM COMERCIO DE PRODUTOS FARMACEUTICOS LTDA ME,0,0
16061,4813,4832,16062,4821,4840,03533797000180,CAMAR ASSESSORIA INTERNACIONAL EPP LTDA,0,0
16063,4813,4832,6934,4821,4817,03126388000160,PARNAGRO AGROPECUARIA LTDA ME,0,0
16064,4813,4814,9354,4816,4822,11840505000180,LUZIA CRISTINA TOMAS DE AQUINO MEI,0,0
16065,4872,4819,16066,4821,5152,64626179000170,CASA DO LOJISTA ATACADISTA DE MATERIAIS PARA CONSTRUCAO LTDA,0,2
16067,4813,4819,8641,4816,4825,13012821000190,BRUNA MARIA ALMEIDA RIBEIRO ME,0,0
16068,4813,4819,16069,4853,5388,06327345000130,CONSELHO DELIBERATIVO ESCOLAR DA ESCOLA MUNICIPAL SOTECO,0,0
16070,12085,4832,5839,4821,4840,14699869000180,K Z TRANSPORTES LTDA ME,0,7
16071,4813,4819,16072,5696,4878,84617547000120,W F ARRUDA,0,0
16073,4813,4819,15341,4816,4878,06652837000100,ANTONIO C S DE SOUSA LOCADORA,0,0
16074,4813,4832,14227,4816,4837,05764140000150,JUCEMAR FERREIRA MENDES ME,0,0
16075,4813,4814,15652,4816,4850,13122343000170,JOCELITO JOSE FERREIRA MEI,0,0
16076,4813,4819,7271,4821,4886,00428307001160,EXPRESSO SAO MIGUEL LTDA,0,0
16077,4813,4819,10626,4821,4844,01636454000620,SOL DI VERAO INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME,0,0
16078,4813,4819,16079,4821,4864,73131856000250,EMPRESA DE AGUAS CRISS LTDA ME,0,0
16080,4813,4819,16081,4899,4844,07974778101680,NEIDE SANCHES FERNANDES,0,0
16082,4813,4819,16083,4816,5388,04323762000180,NATAN LUCIANO MARTINS ME,0,0
16084,4813,4832,16085,4816,4837,08819498000120,GILDAIR BANDEIRA SARAIVA MENDES ME,0,0
16086,4813,4832,16087,4821,4837,01457452000160,DROGARIA FARMALU LTDA ME,0,0
16088,4813,4819,16089,4821,4878,33062100000100,LIMA & BERNARDES LTDA ME,0,0
16090,4813,4819,8323,5391,4958,10572071173300,SECRETARIA DE EDUCACAO,0,0
16091,4813,4819,5069,4816,4822,05997322000170,GERCINA CAVALCANTE DE LIMA ME,0,0
16092,4831,4814,8415,4816,4822,12257938000170,VANDER LUCIO FERREIRA MOURAO MEI,0,1
16093,4813,4819,9499,4821,4837,02873550000140,TRANSFORMUTACAO EDUCACAO E CONSULTORIA PESSOAL E EMPRESARIAL LTDA ME,0,0
16094,4813,4819,16095,4816,4840,82323437000120,MARIA HELENA SARTORI ME,0,0
16096,6133,4832,16097,4821,4837,11022875000100,CLINICA ODONTOLOGICA QUADROS LTDA ME,0,0
16098,4813,4814,9435,4816,4822,11582620000100,IVO DE LIMA NETO MEI,0,0
16099,4813,4832,4966,4816,4822,15492039000140,NATALIA SANTIAGO GOULART ROSA MEI,0,0
16100,5793,4819,16101,4821,4840,41115650000160,L A SANTOS EPP LTDA,0,3
16102,4813,4819,16103,4816,5152,96846860000110,JOSE SILVA PEREIRA DE ITABUNA ME,1,0
16104,4813,4819,13595,5696,4847,01182068000100,MARILCE AMORIM ALMEIDA SOUZA,0,0
16105,4813,4814,7860,4816,4825,12911158000100,RAFAEL MALLMANN DOS SANTOS MEI,0,0
16106,4813,4819,16107,4816,4825,03227685000100,ODILEIA APARECIDA NUNES ME,0,0
16108,4813,4819,16109,4816,4847,00605157000140,CARLOS ROBERTO GRANGEIRO RODRIGUES ME,0,0
16110,4813,4819,16111,4899,4822,08565272000140,JOAO BATISTA DE PAULO E OUTROS,1,0
16112,4813,4819,16113,4816,4825,00871185000100,ANTONIO MIRANDA ME,0,0
16114,4813,4819,7760,4853,4822,04460400000130,TRES IRMAOS ESPORTE CLUBE,0,0
16115,4813,4814,12015,4816,4822,11864893000130,KLEBER ANDRADE DE OLIVEIRA MEI,0,0
16116,4813,4819,7057,4816,4878,01191167000140,MANOEL VIEIRA NETO ME,0,0
16117,4813,4814,10268,4816,4834,13584163000100,IRENI RODRIGUES DE JESUS MEI,0,0
16118,4813,4832,16119,4821,4886,07669629000410,COMERCIAL PURIFICADOR DE AGUAS LTDA ME,0,0
16120,4813,4819,15335,4821,4886,28409969000210,EXPORTADORA ITAJUBI LTDA ME,0,0
16121,4813,4819,14301,4816,4850,03911677000170,MARIA DEDI DA CONCEICAO VESTUARIOS ME,1,0
16122,4813,4814,4982,4816,4822,15580422000150,ALEXANDRE PAULO SANTANA MEI,0,0
16123,16124,4819,7169,4821,4840,04145787000130,ECCL EMPREENDIMENTOS E CONSTRUCAO CIVIL LTDA,0,8
16125,16126,4832,8129,4821,4840,06955712000140,EMPRESA DE TRANSPORTES ESTRELA TUR LTDA ME,0,13
16127,4813,4819,7325,4816,4837,13152270000160,C S DE LIMA COMERCIO DE AUTO PECAS ME,0,0
16128,4813,4819,5856,5107,4825,16597846000190,ELEICAO 2012 SIMONE CRISTINA DE ALMEIDA VEREADOR,0,0
16129,4813,4819,7065,4816,4837,15719094000120,S GOMES DE OLIVERA COMERCIO ME,0,0
16130,4813,4814,5475,4816,4822,15578182000150,MARCELO DAMACENO FERREIRA MEI,0,0
16131,4813,4814,15510,4816,4921,16589978000170,JOSUEL PEREIRA BOMFIM MEI,0,0
16132,4813,4819,12347,4821,4822,10669103000100,RODRIGUEZ E GONZALEZ DROGARIAS LTDA ME,0,0
16133,4813,4814,6341,4816,4850,15260807000130,JOSE LUIZ DA SILVA MEI,0,0
16134,4813,4819,5555,5174,4864,09372578000810,EXPANDIR PARTICIPACOES SA FALIDA,0,0
16135,4813,4819,16136,4899,4886,09516678000520,MARIO DOMINGOS CEZARIN,0,0
16137,4813,4819,15512,4899,4844,08901446000280,OSVALDO FRANCISCO MERLOTO E OUTROS,0,0
16138,4813,4819,5567,4899,4844,08187420000300,DORVALINO GAROZI,0,0
16139,4813,4819,6920,4899,4844,08338897000250,LAUDELINO BESSELLI,0,0
16140,4813,4819,6631,4899,4844,08256705000500,ARMELINDO PAVANELLO,0,0
16141,4813,4819,15469,4821,4878,58356213000130,VAUGHAN INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA ME,0,0
16142,4813,4819,8618,4905,4822,15723713000150,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO TENDA DOS MILAGRES MG,0,0
16143,4813,4819,16144,4816,4837,04465358000140,F A VERAS MATERIAL DE CONSTRUCAO ME,0,0
16145,4813,4814,11051,4816,4840,11980335000130,LUCIA ROSA DA SILVA SANTANA MEI,0,0
